,Code,Financial Year,Annual Revenue,Annual Net,Annual EPS
3053,3794,31-Dec-13,"2,852,400","385,704",45.5
3054,3794,31-Dec-12,"2,740,062","349,005",41
3055,3794,31-Dec-11,"2,552,564","317,845",37.4
3056,1643,31-Dec-18,"109,053","-37,397",-7.07
3057,1643,31-Dec-17,"103,812","-29,826",-5.83
3058,1643,31-Dec-16,"83,159","-37,696",-7.84
3059,1643,31-Dec-15,"61,920","-12,159",-2.53
3060,1643,31-Dec-14,"53,601","-5,314",-1.11
3061,1643,31-Dec-13,"39,704","-4,771",-1
3062,1643,31-Dec-12,"43,624","-2,246",-0.46
3063,1643,31-Dec-11,"41,548","-12,153",-2.53
3064,7006,30-Jun-19,"418,678","29,995",30.94
3065,7006,30-Jun-18,"752,829","12,141",12.85
3066,7006,30-Jun-17,"786,034","69,065",71.06
3067,7006,30-Jun-16,"770,956","72,725",74.81
3068,7006,30-Jun-15,"710,001","79,750",82.05
3069,7006,30-Jun-14,"651,025","55,008",56.59
3070,7006,30-Jun-13,"493,687","24,366",25.07
3071,7006,30-Jun-12,"517,863","9,934",10.22
3072,9385,31-Mar-19,"589,606","-4,933",-0.77
3073,9385,31-Mar-18,"840,402","37,697",6.15
3074,9385,31-Mar-17,"675,243","18,159",8.89
3075,9385,31-Mar-16,"645,826","2,715",4.38
3076,9385,31-Mar-15,"671,701","17,870",35.58
3077,9385,31-Mar-14,"579,223","7,157",14.38
3078,9385,31-Mar-13,"521,028","-17,793",-35.76
3079,9385,31-Mar-12,"492,096","11,640",23.54
3080,9326,30-Apr-19,"278,942","5,501",2.21
3081,9326,30-Apr-18,"509,790","6,095",2.45
3082,9326,30-Apr-17,"465,977","17,955",7.23
3083,9326,30-Apr-16,"444,824","15,722",6.34
3084,9326,30-Apr-15,"454,461","13,189",5.31
3085,9326,30-Apr-14,"416,358","22,080",8.88
3086,9326,30-Apr-13,"390,742","17,179",6.83
3087,9326,30-Apr-12,"366,009","8,919",3.59
3088,8494,31-Dec-18,"15,957","3,240",4.23
3089,8494,31-Dec-17,"14,764","4,619",6.1
3090,8494,31-Dec-16,"27,900","21,772",31
3091,8494,31-Dec-15,"84,300","15,630",21.4
3092,8494,31-Dec-14,"59,995","9,907",14.7
3093,8494,31-Dec-13,"45,048","9,716",15.5
3094,8494,31-Dec-12,"46,659","7,006",10.5
3095,8494,31-Dec-11,"40,382","4,385",6.64
3096,5789,31-Dec-18,"1,121,958","85,110",6.36
3097,5789,31-Dec-17,"1,362,138","103,403",15.69
3098,5789,31-Dec-16,"993,618","85,628",15.04
3099,5789,31-Dec-15,"680,400","76,012",14.18
3100,5789,31-Dec-14,"670,397","70,083",14.41
3101,5789,31-Dec-13,"533,532","392,321",100.68
3102,5789,31-Dec-12,"531,636","37,770",9.81
3103,5789,31-Dec-11,"445,473","36,720",9.49
3104,5284,31-Dec-18,"9,244,709","786,234",34.59
3105,5284,31-Dec-17,"5,909,742","722,081",33.64
3106,9628,31-Dec-18,"33,825",-710,-0.52
3107,9628,31-Dec-17,"31,632",942,0.68
3108,9628,31-Dec-16,"20,126",775,0.57
3109,9628,31-Dec-15,"40,592","-2,938",-2.15
3110,9628,31-Dec-14,"78,332","5,547",4.06
3111,9628,31-Dec-13,"124,863","10,921",8.01
3112,9628,31-Dec-12,"53,372","4,766",3.49
3113,9628,31-Dec-11,"76,461","1,220",0.9
3114,8079,31-Dec-18,"100,031","10,255",6.29
3115,8079,31-Dec-17,"74,930","6,034",3.63
3116,8079,31-Dec-16,"64,201","5,458",3.25
3117,8079,31-Dec-15,"72,919","4,958",2.96
3118,8079,31-Dec-14,"75,039","4,114",2.45
3119,8079,31-Dec-13,"61,180","1,398",0.83
3120,8079,31-Dec-12,"62,880","1,102",0.66
3121,8079,31-Dec-11,"61,537","2,006",1.19
3122,5232,31-Dec-18,"597,925","26,100",8.42
3123,5232,31-Dec-17,"577,357","80,420",25.94
3124,5232,31-Dec-16,"498,716","27,678",8.92
3125,5232,31-Dec-15,"505,404","18,479",5.96
3126,5232,31-Dec-14,"489,194","27,547",8.88
3127,5232,31-Dec-13,"455,267","25,774",9.03
3128,8745,30-Jun-19,"18,576","-1,452",-0.45
3129,8745,30-Jun-18,"21,654","-3,794",-1.18
3130,8745,30-Jun-17,"35,122","-14,559",-4.52
3131,8745,30-Jun-16,"30,740","-7,868",-2.45
3132,8745,30-Jun-15,"32,658",-855,-0.36
3133,8745,30-Jun-14,"23,751","-2,474",-1.02
3134,8745,30-Jun-13,"26,311",480,0.19
3135,8745,30-Jun-12,"30,497","-47,032",-19.45
3136,7170,31-Dec-18,"1,652","-1,949",-1.05
3137,7170,31-Jul-18,"12,100","-8,624",-4.65
3138,7170,31-Jul-17,"13,621","-1,699",-0.93
3139,7170,31-Jul-16,"26,007","1,372",1.07
3140,7170,31-Jul-15,"28,023",879,1.03
3141,7170,31-Jul-14,"32,088",199,0.23
3142,7170,31-Jul-13,"72,528","13,821",16.28
3143,7170,31-Jul-12,"25,582","-33,131",-39.03
3144,3573,31-Dec-18,"33,688","-35,538",-10.41
3145,3573,31-Dec-17,"73,110","-2,417",-0.75
3146,3573,31-Dec-16,"123,772","-49,006",-14.29
3147,3573,31-Dec-15,"147,452","-17,716",-5.17
3148,3573,31-Dec-14,"123,916","-9,328",-2.72
3149,3573,31-Dec-13,"146,957","2,182",0.63
3150,3573,31-Dec-12,"125,432","94,272",27.49
3151,3573,31-Dec-11,"95,583","-7,535",-2.2
3152,7089,31-Dec-18,"801,218","57,788",32.1
3153,7089,31-Dec-17,"717,534","73,589",40.89
3154,7089,31-Dec-16,"623,460","74,736",41.53
3155,7089,31-Dec-15,"546,822","57,180",57.77
3156,7089,31-Dec-14,"397,928","28,776",47.96
3157,7089,31-Dec-13,"316,000","17,931",29.89
3158,7089,31-Dec-12,"346,533","21,306",35.52
3159,7089,31-Dec-11,"284,587","11,127",18.55
3160,8486,30-Jun-19,"219,938","3,711",1.63
3161,8486,30-Jun-18,"380,474","19,228",8.45
3162,8486,30-Jun-17,"339,658","14,746",6.47
3163,8486,30-Jun-16,"565,103","-384,887",-168.27
3164,8486,30-Jun-15,"721,449","-99,968",-43.18
3165,8486,30-Jun-14,"820,525","-247,151",-106.73
3166,8486,30-Jun-13,"1,013,045","10,289",4.46
3167,8486,30-Jun-12,"1,046,464","2,758",1.2
3168,4235,30-Jun-19,"1,724,425","-24,401",-3.59
3169,4235,30-Jun-18,"3,294,795","172,629",25.36
3170,4235,30-Jun-17,"2,667,492","105,311",15.4
3171,4235,30-Jun-16,"2,513,970","-788,587",-112.61
3172,4235,30-Jun-15,"2,852,398","-252,658",-35.3
3173,4235,30-Jun-14,"4,547,975","-502,804",-70.07
3174,4235,30-Jun-13,"4,767,247","-35,097",-4.89
3175,4235,30-Jun-12,"5,495,707","-38,455",-5.36
3176,6645,31-Mar-19,"389,584","176,980",33.52
3177,6645,31-Mar-18,"523,897","228,554",43.35
3178,6645,31-Mar-17,"534,235","221,034",42.11
3179,6645,31-Mar-16,"416,235","174,097",33.46
3180,6645,31-Mar-15,"380,733","137,889",26.76
3181,6645,31-Mar-14,"373,932","134,131",26.09
3182,6645,31-Mar-13,"369,300","130,797",25.69
3183,6645,31-Mar-12,"358,731","83,176",16.51
3184,7126,30-Sep-19,"109,014","4,953",2.44
3185,7126,30-Sep-18,"326,359","13,896",7.31
3186,7126,30-Sep-17,"160,817","3,691",1.97
3187,7126,30-Jun-17,"250,143","10,246",5.68
3188,7126,30-Jun-16,"436,508","18,459",9.89
3189,7126,30-Jun-15,"402,540","14,309",8.04
3190,7126,30-Jun-14,"359,987","14,302",9.93
3191,7126,30-Jun-13,"282,844","12,627",9.22
3192,8621,31-Dec-18,"1,513,663","314,049",82.47
3193,8621,31-Dec-17,"1,470,631","313,794",94.52
3194,8621,31-Dec-16,"1,378,892","437,223",131.7
3195,8621,31-Dec-15,"1,284,586","320,989",96.69
3196,8621,31-Dec-14,"1,169,693","283,016",128.33
3197,8621,31-Dec-13,"1,119,022","201,440",91.44
3198,8621,31-Dec-12,"1,039,326","166,925",75.77
3199,8621,31-Dec-11,"903,009","154,494",70.13
3200,9881,31-Dec-18,"284,031","4,880",3.83
3201,9881,31-Dec-17,"243,762","9,284",6.12
3202,9881,31-Dec-16,"167,350","6,752",5.3
3203,9881,31-Dec-15,"153,677","-3,475",-2.72
3204,9881,31-Dec-14,"234,680","-12,855",-10.05
3205,9881,31-Dec-13,"258,659",865,0.67
3206,9881,31-Dec-12,"283,337","-10,341",-8.07
3207,9881,31-Dec-11,"273,447","-1,597",-1.19
3208,7085,31-Mar-19,"140,363","15,468",11.89
3209,7085,31-Mar-18,"175,032","3,239",2.49
3210,7085,31-Mar-17,"168,844","12,020",9.24
3211,7085,31-Mar-16,"168,994","11,641",8.95
3212,7085,31-Mar-15,"192,637","46,133",106.38
3213,7085,31-Mar-14,"178,064","28,288",65.22
3214,7085,31-Mar-13,"154,831","9,576",22.09
3215,7085,31-Mar-12,"159,387","1,825",4.22
3216,5068,31-Dec-18,"174,603","12,652",0.64
3217,5068,31-Dec-17,"140,738","4,821",0.27
3218,5068,31-Dec-16,"113,886","-24,517",-1.43
3219,5068,31-Dec-15,"119,015","-18,578",-1.07
3220,5068,31-Dec-14,"101,583",557,0.04
3221,5068,31-Dec-13,"148,569","3,564",0.3
3222,5068,31-Dec-12,"98,529","30,239",4.12
3223,5068,31-Dec-11,"43,328","-6,495",-10.62
3224,5143,31-Dec-18,"814,087","37,978",4.46
3225,5143,31-Dec-17,"806,683","40,747",10.3
3226,5143,31-Dec-16,"701,550","43,507",16.16
3227,5143,31-Dec-15,"686,010","39,179",14.94
3228,5143,31-Dec-14,"603,523","22,059",14.51
3229,5143,31-Dec-13,"524,936","24,022",18.48
3230,5143,31-Dec-12,"496,877","22,040",16.88
3231,5143,31-Dec-11,"498,933","22,541",17.33
3232,9199,31-Dec-18,"67,911","9,301",22.37
3233,9199,31-Dec-17,"90,810","17,826",42.87
3234,9199,31-Dec-16,"65,403","15,038",36.17
3235,9199,31-Dec-15,"63,887","16,305",39.21
3236,9199,31-Dec-14,"65,242","11,241",27.03
3237,9199,31-Dec-13,"79,515","15,062",36.23
3238,9199,31-Dec-12,"79,318","11,724",28.19
3239,9199,31-Dec-11,"57,268","7,481",18
3240,5078,30-Apr-19,"51,307",148,0.02
3241,5078,31-Dec-18,"118,714","-41,237",-5.71
3242,5078,31-Dec-17,"152,061","153,637",22.61
3243,5078,31-Dec-16,"294,545","-77,700",-11.07
3244,5078,31-Dec-15,"210,561","3,643",0.52
3245,5078,31-Jul-15,"326,679","-28,267",-4.19
3246,5078,31-Jul-14,"341,489","-10,415",-1.98
3247,5078,31-Jul-13,"383,347","4,411",1.16
3248,1198,31-Dec-18,"168,856","-27,457",-10.03
3249,1198,31-Dec-17,"119,024","25,136",9.19
3250,1198,31-Dec-16,"297,390","263,307",90.87
3251,1198,31-Dec-15,"566,295","24,625",8.2
3252,1198,31-Dec-14,"694,509","17,030",5.59
3253,1198,31-Dec-13,"597,579","4,912",1.61
3254,1198,31-Dec-12,"512,905","44,288",14.55
3255,1198,31-Dec-11,"1,732,452","130,742",42.95
3256,7617,31-Dec-18,"38,133","-53,656",-16.17
3257,7617,31-Dec-17,"100,959","13,279",4
3258,7617,31-Dec-16,"142,730","245,874",74.13
3259,7617,31-Dec-15,"795,510","200,651",60.28
3260,7617,31-Dec-14,"142,553","-13,852",-4.17
3261,7617,31-Dec-13,"135,902","18,371",5.52
3262,7617,31-Dec-12,"196,454","17,685",5.32
3263,7617,31-Dec-11,"201,744","10,188",3.71
3264,7087,30-Apr-19,"838,493","80,842",49.68
3265,7087,30-Apr-18,"1,079,927","91,367",56.15
3266,7087,30-Apr-17,"1,139,952","120,100",73.81
3267,7087,30-Apr-16,"854,067","82,114",61.89
3268,7087,30-Apr-15,"716,380","52,113",48.04
3269,7087,30-Apr-14,"651,272","41,950",38.67
3270,7087,30-Apr-13,"565,817","35,771",32.98
3271,7087,30-Apr-12,"534,123","30,638",28.46
3272,3859,31-Dec-18,"2,704,254","104,749",7.36
3273,3859,31-Dec-17,"2,649,207","206,620",14.52
3274,3859,31-Dec-16,"2,659,872","190,773",13.41
3275,3859,31-Dec-15,"2,777,170","228,101",16.1
3276,3859,31-Dec-14,"2,886,541","257,284",18.1
3277,3859,31-Dec-13,"3,064,146","270,952",19
3278,3859,31-Dec-12,"3,426,706","343,775",24
3279,3859,31-Dec-11,"3,547,142","482,026",40.2
3280,8583,31-Dec-18,"2,192,933","271,582",7.83
3281,8583,31-Dec-17,"2,915,791","361,895",12.55
3282,8583,31-Dec-16,"2,957,617","361,357",13.47
3283,8583,31-Dec-15,"3,108,506","386,677",17.16
3284,8583,31-Dec-14,"2,904,723","339,249",23.46
3285,8583,31-Dec-13,"2,005,596","280,616",23.32
3286,8583,31-Dec-12,"1,775,260","230,617",27.62
3287,8583,31-Dec-11,"1,570,696","168,556",20.27
3288,5264,31-Dec-18,"7,348,230","274,433",5.56
3289,5264,31-Dec-17,"7,130,440","309,951",6.2
3290,5264,31-Dec-16,"6,098,420","355,463",7.1
3291,5264,31-Dec-15,"5,301,987","453,234",10.06
3292,4936,30-Jun-19,0,"-5,487",-7.32
3293,4936,30-Jun-18,0,"-3,405",-4.54
3294,4936,30-Jun-17,0,"-3,501",-4.66
3295,4936,30-Jun-16,0,-660,-0.89
3296,4936,31-Dec-15,0,"-4,544",-6.06
3297,4936,31-Dec-14,0,"-4,502",-6
3298,4936,31-Dec-13,0,"1,560",2.09
3299,4936,31-Dec-12,0,"-4,286",-5.71
3300,6181,30-Jun-19,"410,867","7,248",1.37
3301,6181,30-Jun-18,"818,773","56,482",10.71
3302,6181,30-Jun-17,"817,080","62,523",12.52
3303,6181,30-Jun-16,"632,216","37,234",8.31
3304,6181,30-Jun-15,"473,305","43,144",9.86
3305,6181,30-Jun-14,"500,300","51,830",12.38
3306,6181,30-Jun-13,"359,539","35,386",8.46
3307,6181,30-Jun-12,"341,342","64,408",15.41
3308,1058,31-Dec-18,"997,846","26,251",12.97
3309,1058,31-Dec-17,"1,352,636","28,018",13.84
3310,1058,31-Dec-16,"1,037,342","46,445",22.95
3311,1058,31-Dec-15,"986,451","35,542",17.56
3312,1058,31-Dec-14,"1,042,695","35,644",17.61
3313,1058,31-Dec-13,"1,018,030","58,242",28.78
3314,1058,31-Dec-12,"731,803","48,955",24.19
3315,1058,31-Dec-11,"637,559","67,367",33.3
3316,3514,31-Dec-18,"150,332","14,111",1.34
3317,3514,31-Dec-17,"154,015","14,157",1.34
3318,3514,31-Dec-16,"179,890","17,351",1.65
3319,3514,31-Dec-15,"167,093","19,919",1.89
3320,3514,31-Dec-14,"151,708","18,044",1.92
3321,3514,31-Dec-13,"118,862","14,782",1.94
3322,3514,31-Dec-12,"114,764","14,425",1.98
3323,3514,31-Dec-11,"128,137","13,995",1.82
3324,5098,31-Dec-18,"1,496,853","6,708",1.63
3325,5098,31-Dec-17,"1,463,257","75,457",27.11
3326,5098,31-Dec-16,"1,206,758","21,027",8.69
3327,5098,31-Dec-15,"1,143,695","-50,983",-21.33
3328,5098,31-Dec-14,"1,451,933","15,797",7.11
3329,5098,31-Dec-13,"1,375,440","28,789",13.23
3330,5098,31-Dec-12,"1,312,190","23,880",11.33
3331,5098,31-Dec-11,"1,253,365","24,535",11.65
3332,7029,31-Dec-18,"145,586","5,755",10.53
3333,7029,31-Dec-17,"115,960","3,945",7.22
3334,7029,31-Dec-16,"82,465","3,067",5.61
3335,7029,31-Dec-15,"74,463","2,872",5.39
3336,7029,31-Dec-14,"76,571","4,875",9.83
3337,7029,31-Dec-13,"68,924","4,758",9.5
3338,7029,31-Dec-12,"62,049","1,381",2.53
3339,7029,31-Dec-11,"66,524","1,898",3.83
3340,5236,31-Mar-19,"769,004","151,699",20.17
3341,5236,31-Mar-18,"812,286","211,832",31.93
3342,5236,31-Mar-17,"780,423","187,823",33
3343,5236,31-Mar-16,"352,811","84,808",15.3
3344,5236,31-Dec-15,"559,414","176,384",37.6
3345,5236,31-Dec-14,"598,287","182,611",49.7
3346,5236,31-Dec-13,"574,664","152,891",89.47
3347,6012,31-Dec-18,"9,192,000","1,780,000",22.8
3348,6012,31-Dec-17,"8,696,000","2,192,000",28.6
3349,6012,31-Dec-16,"8,612,000","2,013,000",26.8
3350,6012,31-Dec-15,"8,601,000","1,739,000",23.2
3351,6012,31-Dec-14,"8,389,000","1,718,000",22.8
3352,6012,31-Dec-13,"9,084,000","1,765,000",23.5
3353,6012,31-Dec-12,"8,967,000","1,856,000",24.7
3354,6012,31-Dec-11,"8,800,000","2,527,000",33.7
3355,5189,31-Dec-18,0,-872,-0.22
3356,5189,31-Dec-17,0,"-139,004",-35.71
3357,5189,31-Dec-16,"8,428","-88,192",-22.12
3358,5189,31-Dec-15,"193,871","-49,757",-12.51
3359,5189,31-Dec-14,"230,337","18,176",4.55
3360,5189,31-Dec-13,"297,841","41,705",10.45
3361,5189,31-Dec-12,"412,287","77,752",19.48
3362,5189,31-Dec-11,"386,031","69,856",17.48
3363,1155,31-Dec-18,"47,319,853","8,113,260",74.16
3364,1155,31-Dec-17,"45,580,310","7,520,542",72.58
3365,1155,31-Dec-16,"44,657,902","6,742,992",67.59
3366,1155,31-Dec-15,"40,556,371","6,835,939",72.04
3367,1155,31-Dec-14,"35,712,006","6,716,455",73.93
3368,1155,31-Dec-13,"33,570,670","6,552,391",75.73
3369,1155,31-Dec-12,"27,532,460","5,744,696",72.67
3370,1155,31-Dec-11,"12,884,511","2,583,069",34.42
3371,5077,31-Dec-18,"238,974","263,838",26.38
3372,5077,31-Dec-17,"272,582","-134,954",-13.5
3373,5077,31-Dec-16,"225,505","-491,306",-49.13
3374,5077,31-Dec-15,"241,501","-1,177,153",-117.71
3375,5077,31-Dec-14,"255,724","12,153",1.21
3376,5077,31-Dec-13,"246,744","50,310",5.03
3377,5077,31-Dec-12,"262,266","66,049",6.6
3378,5077,31-Dec-11,"256,309","91,309",9.14
3379,5886,31-Jan-19,"34,200","1,079",1.78
3380,5886,31-Jan-18,"48,876","1,428",2.35
3381,5886,31-Jan-17,"48,154","2,455",4.05
3382,5886,31-Jan-16,"50,515","4,400",7.23
3383,5886,31-Jan-15,"50,308","3,957",6.51
3384,5886,31-Jan-14,"47,392","4,158",6.84
3385,5886,31-Jan-13,"50,814","4,174",6.86
3386,5886,31-Jan-12,"56,316","6,461",10.62
3387,5152,31-Dec-18,"157,515","12,993",13.05
3388,5152,31-Dec-17,"184,294","9,513",10.41
3389,5152,31-Dec-16,"180,561","11,786",12.84
3390,5152,31-Dec-15,"62,622","5,781",6.29
3391,5152,31-Dec-14,"47,320","4,096",4.46
3392,5152,31-Dec-13,"50,335","6,361",6.92
3393,5152,31-Dec-12,"78,799","17,158",18.65
3394,5152,31-Dec-11,"55,062","12,208",13.26
3395,5983,31-Dec-18,"1,928,228","165,548",42.36
3396,5983,31-Dec-17,"1,732,556","-148,830",-38.07
3397,5983,31-Dec-16,"1,680,718","62,028",15.87
3398,5983,31-Dec-15,"1,816,663","80,398",20.58
3399,5983,31-Dec-14,"1,975,585","113,608",29.06
3400,5983,31-Dec-13,"2,266,925","138,576",35.47
3401,5983,31-Dec-12,"2,317,013","135,396",48.65
3402,5983,31-Dec-11,"1,752,331","120,627",49.78
3403,1171,31-Dec-18,"3,145,937","642,398",10.57
3404,1171,31-Dec-17,"3,259,763","417,126",7.11
3405,1171,31-Dec-16,"3,274,796","201,412",5.41
3406,1171,31-Dec-15,"3,050,097","257,591",9.68
3407,1171,31-Dec-14,"2,612,512","1,015,029",38.97
3408,1171,31-Dec-13,"2,516,276","597,568",38.16
3409,1171,31-Dec-12,"1,831,560","446,651",36.74
3410,1171,31-Dec-11,"1,350,017","325,432",39.5
3411,7189,31-Dec-18,"287,006","50,871",32.33
3412,7189,31-Dec-17,"233,433","30,613",29.32
3413,7189,31-Dec-16,"127,014","16,411",17.9
3414,7189,31-Dec-15,"60,021","4,991",5.44
3415,7189,31-Dec-14,"43,550","-4,074",-4
3416,7189,31-Dec-13,"37,462","-9,267",-10.38
3417,7189,31-Dec-12,"45,482","-5,963",-6.68
3418,7189,31-Dec-11,"57,936","16,545",19.27
3419,7004,31-Jul-19,"16,704",-986,-2.22
3420,7004,31-Jul-18,"62,540","-1,907",-4.3
3421,7004,31-Jul-17,"80,165","1,251",2.81
3422,7004,31-Jul-16,"76,901","-2,288",-5.16
3423,7004,31-Jul-15,"90,028","-1,074",-2.41
3424,7004,31-Jul-14,"104,768","9,113",20.53
3425,7004,31-Jul-13,"109,173","28,880",65.04
3426,7004,31-Jul-12,"111,091","11,080",24.95
3427,5182,31-Dec-18,"308,017","56,883",3.9
3428,5182,30-Jun-18,"469,162","78,328",5.48
3429,5182,30-Jun-17,"622,969","63,661",4.75
3430,5182,30-Jun-16,"657,841","77,594",5.82
3431,5182,30-Jun-15,"618,747","66,656",4.99
3432,5182,31-Dec-14,0,"-2,735",-1.16
3433,5182,31-Dec-13,0,"75,645",32.1
3434,5182,31-Dec-12,"370,370","25,028",10.62
3435,5040,31-Dec-18,"12,952","-23,559",-4.81
3436,5040,31-Dec-17,"31,148","-8,825",-1.84
3437,5040,31-Dec-16,"68,694","-6,683",-1.4
3438,5040,31-Dec-15,"118,456","-56,451",-11.69
3439,5040,31-Dec-14,"124,870","-3,090",-0.66
3440,5040,31-Dec-13,"180,466","20,231",4.44
3441,5040,31-Dec-12,"169,448","28,017",6.27
3442,5040,31-Dec-11,"80,838","6,646",1.54
3443,4502,31-Dec-18,"1,185,737","58,623",5.28
3444,4502,31-Dec-17,"1,195,672","-650,611",-58.65
3445,4502,31-Dec-16,"1,289,008","-59,198",-5.34
3446,4502,31-Dec-15,"1,427,693","138,718",12.5
3447,4502,31-Dec-14,"1,503,907","75,528",6.84
3448,4502,31-Dec-13,"1,722,943","214,165",19.65
3449,4502,31-Dec-12,"1,697,845","209,871",19.52
3450,4502,31-Dec-11,"1,622,133","207,650",19.84
3451,5090,31-Mar-19,"948,487","31,727",1.88
3452,5090,31-Mar-18,"1,173,786","-41,636",-2.47
3453,5090,31-Mar-17,"1,285,889","63,850",3.79
3454,5090,31-Mar-16,"1,429,105","109,514",6.45
3455,5090,31-Mar-15,"1,459,211","105,873",6.27
3456,5090,31-Mar-14,"1,517,790","156,183",9.27
3457,5090,31-Mar-13,"1,479,999","176,590",10.45
3458,5090,31-Mar-12,"1,470,586","196,965",11.66
3459,5129,31-Aug-19,"40,450",571,0.48
3460,5129,31-Aug-18,"287,849","2,413",2.02
3461,5129,31-Aug-17,"168,047","2,426",2.03
3462,5129,31-Aug-16,"103,864","30,171",25.25
3463,5129,31-Aug-15,"179,173","7,805",6.53
3464,5129,31-Aug-14,"323,143","19,324",16.14
3465,5129,31-Aug-13,"226,235","12,304",10.27
3466,5129,31-Aug-12,"125,792","7,156",5.97
3467,3778,30-Jun-19,"385,426","-5,485",-1.75
3468,3778,30-Jun-18,"816,093",-626,-0.28
3469,3778,30-Jun-17,"772,785","-78,807",-34.94
3470,3778,30-Jun-16,"605,571","8,125",3.6
3471,3778,30-Jun-15,"667,189","-29,227",-12.96
3472,3778,30-Jun-14,"809,188","18,970",8.41
3473,3778,30-Jun-13,"977,548","-213,690",-94.75
3474,3778,30-Jun-12,"920,075","-125,626",-55.7
3475,1694,30-Jun-19,"21,122",458,0.09
3476,1694,30-Jun-18,"80,041","13,642",3.27
3477,1694,30-Jun-17,"109,569","11,313",4.24
3478,1694,30-Jun-16,"186,134","32,224",12.07
3479,1694,30-Jun-15,"276,623","53,241",19.93
3480,1694,30-Jun-14,"272,799","29,304",10.98
3481,1694,30-Jun-13,"238,196","17,352",6.49
3482,1694,30-Jun-12,"203,128","14,332",5.37
3483,5223,31-Dec-18,"15,889","2,395",3.43
3484,5223,31-Dec-17,"13,214","1,538",2.19
3485,5223,31-Dec-16,"12,685","3,583",5.12
3486,5223,31-Dec-15,"10,518","2,223",3.18
3487,5223,31-Dec-14,"10,228",637,0.91
3488,5223,31-Dec-13,"16,943","25,783",36.84
3489,5223,31-Dec-12,"20,317","9,128",13.04
3490,5223,31-Dec-11,"18,385","4,459",7.26
3491,8192,31-Dec-18,"104,861","1,348",3.36
3492,8192,31-Dec-17,"74,002","13,955",34.73
3493,8192,31-Dec-16,"100,457","6,611",16.46
3494,8192,31-Dec-15,"66,411","5,626",14
3495,8192,31-Dec-14,"46,530","4,757",11.83
3496,8192,31-Dec-13,"47,710","6,481",16.13
3497,8192,31-Dec-12,"49,191","6,284",15.64
3498,8192,31-Dec-11,"50,273","7,765",19.32
3499,5006,31-Mar-19,"38,135","-2,411",-3.6
3500,5006,31-Mar-18,"24,560","-10,108",-15.08
3501,5006,31-Mar-17,"87,497","1,685",2.52
3502,5006,31-Mar-16,"75,142",-622,-0.92
3503,5006,31-Jan-16,"43,106","1,949",2.91
3504,5006,31-Jan-15,"92,506","2,242",3.34
3505,5006,31-Jan-14,"122,091","3,829",5.72
3506,5006,31-Jan-13,"136,099","3,276",4.89
3507,7234,30-Jun-19,"122,140","1,956",11.43
3508,7234,31-Mar-18,"140,038","-5,907",-9.97
3509,7234,31-Mar-17,"135,224","-2,629",-6.26
3510,7234,31-Mar-16,"107,082","1,335",3.18
3511,7234,31-Mar-15,"86,697","1,250",2.99
3512,7234,31-Mar-14,"91,250","14,916",35.69
3513,7234,31-Mar-13,"88,012","12,613",29.79
3514,7234,31-Mar-12,"77,546","1,339",4.86
3515,6149,31-Dec-18,"2,867,495","9,100",7.58
3516,6149,31-Dec-17,"2,580,813","23,066",19.23
3517,6149,31-Dec-16,"1,782,497","12,748",10.63
3518,6149,31-Dec-15,"1,733,404","26,754",22.29
3519,6149,31-Dec-14,"1,655,118","6,560",5.46
3520,6149,31-Dec-13,"1,299,845","14,885",12.41
3521,6149,31-Dec-12,"1,279,885","49,059",40.89
3522,6149,31-Dec-11,"2,151,015","8,486",12.14
3523,3069,31-Dec-18,"874,119","129,266",33.05
3524,3069,31-Dec-17,"1,146,754","138,336",36.11
3525,3069,31-Dec-16,"914,235","120,741",39.85
3526,3069,31-Dec-15,"588,686","74,264",33.37
3527,3069,31-Dec-14,"672,465","69,899",31.39
3528,3069,31-Dec-13,"629,238","74,050",33.22
3529,3069,31-Dec-12,"631,529","57,421",25.37
3530,3069,31-Dec-11,"610,508","73,501",32.27
3531,3662,31-Dec-18,"2,423,774","17,776",3.24
3532,3662,31-Dec-17,"2,402,283","68,568",12.46
3533,3662,31-Dec-16,"2,535,151","77,822",14.14
3534,3662,31-Dec-15,"2,301,907","20,545",3.81
3535,3662,31-Dec-14,"2,286,575","67,778",12.59
3536,3662,31-Dec-13,"2,306,038","66,978",12.45
3537,3662,31-Dec-12,"2,028,475","28,511",5.17
3538,3662,31-Dec-11,"1,918,415","80,873",75.12
3539,7595,31-Dec-18,"751,271","31,715",6.39
3540,7595,31-Dec-17,"692,495","34,251",9.08
3541,7595,31-Dec-16,"92,532",326,2.58
3542,7595,31-Dec-15,"37,026","10,175",11.35
3543,7595,31-Dec-14,"8,459",129,-12.72
3544,7595,31-Dec-13,"9,920","-2,718",-2.78
3545,7595,31-Dec-12,"22,348","-1,771",-1.82
3546,7595,31-Dec-11,"34,731",190,0.19
3547,5186,31-Dec-18,"974,354","-122,691",-7.71
3548,5186,31-Dec-17,"956,414","34,233",2.1
3549,5186,31-Dec-16,"1,191,298","-134,340",-8.5
3550,5186,31-Dec-15,"2,459,033","43,887",2.8
3551,5186,31-Dec-14,"2,700,505","129,930",8.1
3552,5186,31-Dec-13,"2,884,518","236,611",14.9
3553,5186,31-Dec-12,"3,329,773","242,008",15.2
3554,5186,31-Dec-11,"2,137,034","205,601",12.8
