,Code,Financial Year,Annual Revenue,Annual Net,Annual EPS
1054,5188,31-Dec-16,"9,018","-24,926",-3.73
1055,5188,31-Dec-15,"7,985","-14,398",-2.15
1056,5188,31-Dec-14,"5,663","-100,988",-15.11
1057,5188,31-Dec-13,"18,326","-47,406",-7.11
1058,5188,31-Dec-12,"76,385",-73,0
1059,5188,31-Dec-11,"188,473","25,310",3.89
1060,5071,30-Jun-19,"74,852","26,932",5.1
1061,5071,30-Jun-18,"159,352","-572,720",-108.59
1062,5071,30-Jun-17,"420,377","49,037",9.29
1063,5071,30-Jun-16,"1,494,413","66,313",12.49
1064,5071,31-Dec-15,"514,966","100,737",18.97
1065,5071,31-Dec-14,"877,208","190,767",36.75
1066,5071,31-Dec-13,"761,588","151,622",31.39
1067,5071,31-Dec-12,"764,372","118,588",24.55
1068,7205,31-Dec-18,"253,728","30,914",13.51
1069,7205,31-Dec-17,"267,153","33,515",14.66
1070,7205,31-Dec-16,"272,638","43,800",19.15
1071,7205,31-Dec-15,"261,645","32,720",17.53
1072,7205,31-Dec-14,"260,760","21,918",12.78
1073,7205,31-Dec-13,"254,449","22,050",12.85
1074,7205,31-Dec-12,"223,208","21,218",12.36
1075,7205,31-Dec-11,"173,994","19,192",11.19
1076,7195,31-Jan-19,"3,084","-10,131",-7.24
1077,7195,31-Jan-18,"382,238","-33,002",-23.56
1078,7195,31-Jan-17,"406,802","17,601",12.58
1079,7195,31-Jan-16,"377,224","13,893",9.93
1080,7195,31-Jan-15,"309,537","-1,342",-0.96
1081,7195,31-Jan-14,"315,032","-4,522",-3.23
1082,7195,31-Jan-13,"416,197","3,272",2.33
1083,7195,31-Jan-12,"301,469","-7,075",-5.03
1084,2127,31-Jan-19,"343,344","18,509",3.3
1085,2127,31-Jan-18,"421,176","35,897",6.43
1086,2127,31-Jan-17,"262,988","25,867",4.62
1087,2127,31-Jan-16,"229,838","23,485",4.96
1088,2127,31-Jan-15,"155,216","4,256",0.94
1089,2127,31-Jan-14,"134,698","-19,544",-3.3
1090,2127,31-Jan-13,"125,409","-38,684",-6.53
1091,2127,31-Jan-12,"117,806","-21,369",-4.69
1092,5136,31-Mar-19,"95,206","9,430",7.6
1093,5136,31-Mar-18,"123,204","9,417",7.6
1094,5136,31-Mar-17,"117,424","9,544",7.8
1095,5136,31-Mar-16,"125,696","16,229",13.3
1096,5136,31-Mar-15,"127,293",905,0.8
1097,5136,31-Mar-14,"120,609","14,453",12.08
1098,5136,31-Mar-13,"102,395","11,995",10.01
1099,5136,31-Mar-12,"102,228","-16,098",-13.43
1100,5037,31-Dec-18,"19,262","-5,992",-0.25
1101,5037,31-Dec-17,"28,077","-6,635",-0.3
1102,5037,31-Dec-16,"79,108","-6,222",-0.74
1103,5037,31-Dec-15,"117,794","1,439",0.06
1104,5037,31-Dec-14,"129,145","-30,695",-1.43
1105,5037,31-Dec-13,"144,840","-1,813",-0.09
1106,5037,31-Dec-12,"614,089","-7,607",-0.35
1107,5037,31-Dec-11,"617,774","-21,949",-1.03
1108,8591,31-Dec-18,"595,409","70,376",41.3
1109,8591,31-Dec-17,"498,979","27,872",16.2
1110,8591,31-Dec-16,"297,764","11,641",7.3
1111,8591,31-Dec-15,"283,943","8,813",5.8
1112,8591,31-Dec-14,"209,064","20,756",12.7
1113,8591,31-Dec-13,"302,088","46,609",31.9
1114,8591,31-Dec-12,"695,129","40,004",30.1
1115,8591,31-Dec-11,"499,849","30,949",24.9
1116,6718,31-Jan-19,"218,776","26,205",9.38
1117,6718,31-Jan-18,"277,218","34,947",12.51
1118,6718,31-Jan-17,"254,359","70,306",25.16
1119,6718,31-Jan-16,"194,570","17,833",7.84
1120,6718,31-Jan-15,"268,547","119,866",52.66
1121,6718,31-Jan-14,"310,355","120,981",56.47
1122,6718,31-Jan-13,"282,624","54,436",28.4
1123,6718,31-Jan-12,"290,424","63,707",36.48
1124,7202,31-Dec-18,"62,892","7,233",6
1125,7202,31-Dec-17,"57,368","12,291",10.2
1126,7202,31-Dec-16,"57,367","13,285",11.03
1127,7202,31-Dec-15,"53,956","11,490",9.53
1128,7202,31-Dec-14,"58,406","10,116",8.39
1129,7202,31-Dec-13,"52,370","9,134",7.58
1130,7202,31-Dec-12,"62,329","13,272",11.04
1131,7202,31-Dec-11,"52,259","9,307",7.76
1132,5094,31-Dec-18,"1,382,346","21,891",5.94
1133,5094,31-Dec-17,"1,323,260","59,810",16.19
1134,5094,31-Dec-16,"1,035,197","68,690",18.63
1135,5094,31-Dec-15,"1,017,982","54,601",14.52
1136,5094,31-Dec-14,"1,048,470","-21,265",-5.72
1137,5094,31-Dec-13,"1,141,728","29,050",7.81
1138,5094,31-Dec-12,"1,126,992","28,007",7.51
1139,5094,31-Dec-11,"1,206,148","29,551",7.92
1140,5214,31-Dec-17,"154,198","9,473",0.76
1141,5214,31-Dec-16,"308,964","18,996",1.54
1142,5214,31-Dec-15,"241,128","55,104",4.43
1143,5214,31-Dec-14,"324,063","-191,066",-15.37
1144,5214,31-Dec-13,"926,974","201,502",16.21
1145,5214,31-Dec-12,"969,335","227,928",9.1
1146,5214,31-Dec-11,"235,930","69,079",0.08
1147,51,31-Dec-18,"29,240","-21,880",-2.89
1148,51,31-Dec-17,"33,108","-24,860",-5.23
1149,51,31-Dec-16,"40,119","-36,260",-8.32
1150,51,31-Dec-15,"43,794","-24,329",-5.58
1151,51,31-Dec-14,"51,993","-6,678",-1.53
1152,51,31-Dec-13,"48,255","-3,620",-0.72
1153,51,31-Dec-12,"60,244","6,267",2.61
1154,51,31-Dec-11,"53,586","8,639",3.84
1155,5049,30-Nov-18,"236,063","70,513",70.51
1156,5049,30-Nov-17,"121,953","28,468",28.47
1157,5049,30-Nov-16,"161,085","25,915",25.92
1158,5049,30-Nov-15,"110,755","21,158",21.16
1159,5049,30-Nov-14,"185,018","70,427",70.43
1160,5049,30-Nov-13,"272,940","77,794",77.81
1161,5049,30-Nov-12,"192,573","38,021",38.02
1162,5049,30-Nov-11,"96,297","7,428",7.42
1163,9423,30-Jun-19,"57,655","4,118",3.26
1164,9423,30-Jun-18,"105,415","6,575",6.33
1165,9423,30-Jun-17,"100,712","6,445",15.15
1166,9423,30-Jun-16,"92,352","6,967",16.56
1167,9423,30-Jun-15,"95,262","2,898",6.88
1168,9423,30-Jun-14,"88,905",135,0.31
1169,9423,30-Jun-13,"86,261",-351,-0.83
1170,9423,30-Jun-12,"84,891","-7,325",-17.4
1171,7157,31-Jan-19,"39,172","-2,588",-2.58
1172,7157,31-Jan-18,"58,627","1,200",1.2
1173,7157,31-Jan-17,"64,978","2,920",2.92
1174,7157,31-Jan-16,"70,051","5,943",5.93
1175,7157,31-Jan-15,"73,357","4,509",4.51
1176,7157,31-Jan-14,"63,179","1,265",1.26
1177,7157,31-Jan-13,"63,307","3,440",3.44
1178,7157,31-Jan-12,"61,646","3,001",2.99
1179,5082,31-Dec-18,"93,182","-4,287",-5.8
1180,5082,31-Dec-17,"93,225","-7,223",-9.83
1181,5082,31-Dec-16,"115,259","-7,092",-9.65
1182,5082,31-Dec-15,"131,649","-1,910",-2.54
1183,5082,31-Dec-14,"115,364","-14,497",-19.69
1184,5082,31-Dec-13,"143,543","-6,395",-8.52
1185,5082,31-Dec-12,"91,530","-11,359",-15.15
1186,5082,31-Dec-11,"117,559","-14,231",-18.88
1187,5184,31-Oct-18,"337,886","70,404",26.51
1188,5184,31-Oct-17,"301,685","57,604",21.92
1189,5184,31-Oct-16,"282,928","50,679",20.34
1190,5184,31-Oct-15,"250,058","43,494",21.63
1191,5184,31-Oct-14,"237,004","39,942",22.1
1192,5184,31-Oct-13,"217,096","34,272",21.26
1193,5184,31-Oct-12,"195,825","25,704",16.94
1194,5184,31-Oct-11,"161,213","21,984",16
1195,7204,31-Dec-18,"490,776","35,961",3.41
1196,7204,31-Dec-17,"463,338","22,369",2.23
1197,7204,31-Dec-16,"430,099","11,408",1.16
1198,7204,31-Dec-15,"433,108","10,222",1.04
1199,7204,31-Dec-14,"428,570",699,0.07
1200,7204,31-Dec-13,"340,922",440,0.04
1201,7204,31-Dec-12,"192,247","-5,960",-0.61
1202,7204,31-Dec-11,"170,670","-3,006",-0.31
1203,8125,31-Dec-18,"430,756","15,241",4.65
1204,8125,31-Dec-17,"388,647","25,958",8.28
1205,8125,31-Dec-16,"371,158","24,518",9
1206,8125,31-Dec-15,"344,953","26,721",20.15
1207,8125,31-Dec-14,"344,505","23,743",20.89
1208,8125,31-Dec-13,"310,780","27,827",24.5
1209,8125,31-Dec-12,"278,752","24,641",26.87
1210,8125,31-Dec-11,"284,229","20,074",26.96
1211,5355,30-Jun-19,"72,198","4,412",2.1
1212,5355,30-Jun-18,"171,895","41,072",19.51
1213,5355,30-Jun-17,"179,317","23,706",11.26
1214,5355,30-Jun-16,"156,828","18,923",8.99
1215,5355,30-Jun-15,"185,217","25,977",12.34
1216,5355,30-Jun-14,"166,255","62,918",29.88
1217,5355,30-Jun-13,"190,455","68,861",32.71
1218,5355,30-Jun-12,"170,476","38,786",18.42
1219,5276,31-Dec-18,"79,923","15,025",5
1220,5276,31-Dec-17,"62,953","10,738",4.8
1221,5276,31-Dec-16,"60,000","12,849",9.9
1222,8338,31-Mar-19,"26,286","-5,844",-1.39
1223,8338,31-Mar-18,"47,162","-5,050",-1.2
1224,8338,31-Mar-17,"45,030","-2,537",-0.61
1225,8338,31-Mar-16,"58,525","-2,736",-0.71
1226,8338,31-Mar-15,"78,234","-4,240",-1.11
1227,8338,31-Mar-14,"54,875","-5,093",-1.34
1228,8338,31-Mar-13,"53,403","-4,966",-1.3
1229,8338,31-Mar-12,"60,170","-6,684",-1.75
1230,91,31-Dec-18,"290,667","-158,449",-7.75
1231,91,31-Dec-17,"296,128","-41,932",-2.12
1232,91,31-Dec-16,"398,901","-204,143",-11.76
1233,91,31-Dec-15,"704,833","-18,642",-1.11
1234,91,31-Dec-14,"633,462","-32,293",-2.24
1235,91,31-Dec-13,"513,536","3,410",0.29
1236,91,31-Dec-12,"274,413","19,658",1.61
1237,91,31-Dec-11,"281,683","17,502",1.5
1238,5141,31-Dec-18,"937,641","164,024",17
1239,5141,31-Dec-17,"695,485","-143,811",-15.47
1240,5141,31-Dec-16,"694,647","54,928",6.26
1241,5141,31-Dec-15,"779,099","171,561",19.56
1242,5141,31-Dec-14,"876,870","177,271",21.41
1243,5141,31-Dec-13,"563,364","148,824",25.69
1244,5141,31-Dec-12,"401,215","139,076",18.57
1245,5141,31-Dec-11,"382,305","83,915",15.77
1246,7179,31-Dec-18,"108,232","-27,078",-1.1
1247,7179,31-Dec-17,"111,729","-20,312",-1.45
1248,7179,31-Dec-16,"112,981",249,0.05
1249,7179,31-Dec-15,"119,550","-10,754",-1.5
1250,7179,31-Dec-14,"157,077","-10,175",-1.51
1251,7179,31-Dec-13,"153,020",-512,-0.08
1252,7179,31-Dec-12,"139,113","-15,482",-2.31
1253,7179,31-Dec-11,"136,776","-2,140",-2.11
1254,3484,31-Dec-18,"304,125","20,619",6.49
1255,3484,31-Dec-17,"249,479","17,020",5.5
1256,3484,31-Dec-16,"183,199","-27,117",-8.76
1257,3484,31-Dec-15,"207,222","-2,920",-2.61
1258,3484,31-Dec-14,"214,841","1,323",0.32
1259,3484,31-Dec-13,"184,254","8,285",2.68
1260,3484,31-Dec-12,"108,004",-902,-0.53
1261,3484,31-Dec-11,"8,913","-1,659",-0.9
1262,7119,31-Dec-18,"161,971",-9,-0.01
1263,7119,31-Dec-17,"192,437","17,188",13.21
1264,7119,31-Dec-16,"185,402","9,505",7.26
1265,7119,31-Dec-15,"191,407","11,241",8.62
1266,7119,31-Dec-14,"215,829","16,042",12.26
1267,7119,31-Dec-13,"234,384","15,844",12.01
1268,7119,31-Dec-12,"250,797","21,681",16.45
1269,7119,31-Dec-11,"219,703","23,395",17.72
1270,5132,31-Dec-18,"623,685","27,169",6.79
1271,5132,31-Dec-17,"534,058","32,277",8.06
1272,5132,31-Dec-16,"608,652","26,513",6.63
1273,5132,31-Dec-15,"649,398","45,408",11.35
1274,5132,31-Dec-14,"659,680","59,324",18.89
1275,5132,31-Dec-13,"484,684","49,559",33.04
1276,5132,31-Dec-12,"473,240","44,450",32.97
1277,5132,31-Dec-11,"396,303","29,033",29.04
1278,7212,31-Dec-18,"401,116","1,806",0.16
1279,7212,31-Dec-17,"685,602","30,675",2.66
1280,7212,31-Dec-16,"354,425","33,002",3.41
1281,7212,31-Dec-15,"270,057","21,081",2.54
1282,7212,31-Dec-14,"166,965","16,571",2.34
1283,7212,31-Dec-13,"93,314","8,214",2.01
1284,7212,31-Dec-12,"56,836","7,066",4.13
1285,7212,31-Dec-11,"11,827",908,1.13
1286,7277,30-Jun-19,"1,300,505","251,422",4.46
1287,7277,30-Jun-18,"3,110,579","510,371",9.06
1288,7277,30-Jun-17,"3,392,884","370,644",6.87
1289,7277,30-Jun-16,"2,534,483","294,929",5.7
1290,7277,30-Jun-15,"2,358,183","275,130",5.55
1291,7277,30-Jun-14,"2,551,690","215,869",8.92
1292,7277,30-Jun-13,"2,237,180","193,298",8.15
1293,7277,30-Jun-12,"1,633,808","177,001",8.21
1294,6947,31-Dec-18,"6,527,111","1,540,788",19.82
1295,6947,31-Dec-17,"6,340,472","1,476,698",19
1296,6947,31-Dec-16,"6,597,102","1,632,658",21
1297,6947,31-Dec-15,"6,913,984","1,722,550",22.15
1298,6947,31-Dec-14,"7,018,508","2,031,088",26.12
1299,6947,31-Dec-13,"6,733,411","1,705,878",21.94
1300,6947,31-Dec-12,"6,360,913","1,205,715",15.51
1301,6947,31-Dec-11,"5,963,954","1,254,384",115.67
1302,29,30-Sep-19,"13,103",-227,-0.03
1303,29,30-Sep-18,"57,342","-19,443",-2.96
1304,29,30-Sep-17,"63,428","-1,596",-0.22
1305,29,30-Sep-16,"167,840","13,651",2.84
1306,29,30-Sep-15,"170,699","-16,250",-5.01
1307,29,30-Sep-14,"105,410","-5,386",-0.84
1308,29,30-Sep-13,"48,288","-10,826",-1.54
1309,29,30-Sep-12,"65,893","6,120",2.72
1310,7528,31-Dec-18,"217,533","5,536",5.97
1311,7528,31-Dec-17,"232,354","5,337",5.75
1312,7528,31-Dec-16,"246,174","50,893",54.91
1313,7528,31-Dec-15,"222,340","24,916",26.88
1314,7528,31-Dec-14,"210,981","22,121",23.87
1315,7528,31-Dec-13,"226,987","24,247",26.16
1316,7528,31-Dec-12,"213,813","20,304",21.9
1317,7528,31-Dec-11,"183,865","19,261",20.77
1318,5908,31-Dec-18,"6,011,839","44,615",28.3
1319,5908,31-Dec-17,"5,510,354","51,994",32.98
1320,5908,31-Dec-16,"5,271,047","50,467",32.01
1321,5908,31-Dec-15,"5,572,186","36,836",23.35
1322,5908,31-Dec-14,"5,339,481","59,911",38
1323,5908,31-Dec-13,"5,094,466","174,821",110.88
1324,5908,31-Dec-12,"4,745,524","77,607",49.22
1325,5908,31-Dec-11,"4,260,749","44,350",28.13
1326,3026,31-Dec-18,"1,048,568","129,448",202.35
1327,3026,31-Dec-17,"1,064,536","117,717",183.95
1328,3026,31-Dec-16,"1,047,727","149,069",232.9
1329,3026,31-Dec-15,"1,001,663","140,980",220.3
1330,3026,31-Dec-14,"1,000,244","109,841",171.6
1331,3026,31-Dec-13,"982,686","138,264",216
1332,3026,31-Dec-12,"882,180","123,380",192.83
1333,3026,31-Dec-11,"810,647","108,083",168.88
1334,4456,31-Dec-18,"293,452","35,345",2.02
1335,4456,31-Dec-17,"203,938","56,599",3.24
1336,4456,31-Dec-16,"178,455","133,743",14.58
1337,4456,31-Dec-15,"95,550","11,226",1.44
1338,4456,31-Dec-14,"86,802","12,215",1.57
1339,4456,31-Dec-13,"85,800","-5,971",-0.77
1340,4456,31-Dec-12,"144,594","-7,779",-1
1341,4456,31-Dec-11,"65,340","87,490",11.29
1342,7114,31-Dec-18,"62,033",17,-0.02
1343,7114,31-Aug-18,"204,716","2,577",1.4
1344,7114,31-Aug-17,"192,244","2,221",1.23
1345,7114,31-Aug-16,"176,016","-10,420",-6.01
1346,7114,31-Aug-15,"223,772",389,0.87
1347,7114,31-Aug-14,"178,438","2,468",5.48
1348,7114,31-Aug-13,"177,807","-9,741",-21.59
1349,7114,31-Aug-12,"167,811","4,162",9.23
1350,5835,30-Jun-19,"33,210","-15,959",-5.6
1351,5835,30-Jun-18,"72,031","-98,108",-34.43
1352,5835,31-Dec-17,"72,725","-21,984",-7.94
1353,5835,31-Dec-16,"105,774","5,150",1.93
1354,5835,31-Dec-15,"93,779",397,0.16
1355,5835,31-Dec-14,"86,421","7,385",2.81
1356,5835,31-Dec-13,"98,856","11,998",4.57
1357,5835,31-Dec-12,"97,002","3,472",1.32
1358,5265,31-Dec-18,"13,353","-3,909",-1.61
1359,5265,31-Dec-17,"10,634","-56,930",-23.5
1360,5265,31-Dec-16,"44,136","-5,033",-2.26
1361,5265,31-Dec-15,"69,518","2,892",25.85
1362,7169,31-Mar-19,"556,078","21,739",13.16
1363,7169,31-Mar-18,"656,740","27,862",16.71
1364,7169,31-Mar-17,"572,650","22,945",13.9
1365,7169,31-Mar-16,"540,573","12,337",8.05
1366,7169,31-Mar-15,"547,606","22,433",16.32
1367,7169,31-Mar-14,"477,727","23,134",16.84
1368,7169,31-Mar-13,"416,228","14,036",10.58
1369,7169,31-Mar-12,"371,872","17,797",14.16
1370,7198,31-Mar-19,"20,884","-3,998",-0.67
1371,7198,31-Mar-18,"35,634","-5,189",-0.89
1372,7198,31-Mar-17,"40,799",34,0.01
1373,7198,31-Mar-16,"41,768",383,0.06
1374,7198,31-Mar-15,"44,960",-205,0.06
1375,7198,31-Mar-14,"42,917",-313,-0.12
1376,7198,31-Mar-13,"45,755","-25,162",-9.53
1377,7198,31-Mar-12,"59,930","-49,947",-18.92
1378,1619,31-Mar-19,"9,010,350","-4,996",-0.25
1379,1619,31-Mar-18,"12,789,677","498,441",25.78
1380,1619,31-Mar-17,"12,058,334","-454,401",-23.51
1381,1619,31-Mar-16,"12,172,941","-991,900",-51.3
1382,1619,31-Mar-15,"13,687,839","300,287",15.53
1383,1619,31-Mar-14,"14,200,742","456,819",23.63
1384,1619,31-Mar-13,"13,134,727","575,305",29.76
1385,1619,31-Mar-12,"6,878,205","1,292,988",66.88
1386,5216,31-Mar-19,"162,842","24,906",1.85
1387,5216,31-Mar-18,"258,601","67,244",4.99
1388,5216,31-Mar-17,"318,353","62,656",4.64
1389,5216,31-Mar-16,"241,310","63,049",4.68
1390,5216,31-Mar-15,"285,172","71,910",6.24
1391,5216,31-Dec-13,"260,742","81,899",60.35
1392,5216,31-Dec-12,"154,271","20,397",25.43
1393,7233,31-Dec-18,"241,451","51,855",28.6
1394,7233,31-Dec-17,"181,212","26,041",15.6
1395,7233,31-Dec-16,"170,310","27,112",15.82
1396,7233,31-Dec-15,"176,442","10,942",6.23
1397,7233,31-Dec-14,"135,668","5,939",3.35
1398,7233,31-Dec-13,"104,195","-5,539",-3.74
1399,7233,31-Dec-12,"114,084","-2,194",-1.82
1400,7233,31-Dec-11,"119,296","-4,808",-4
1401,3948,30-Jun-19,"12,976","7,508",0.89
1402,3948,30-Jun-18,"16,352","386,443",45.67
1403,3948,30-Jun-17,"130,380","13,215",1.56
1404,3948,30-Jun-16,"37,788","-3,718",-0.44
1405,3948,30-Jun-15,"46,652","48,447",5.73
1406,3948,30-Jun-14,"60,423","75,870",8.96
1407,3948,30-Jun-13,"58,268","-19,487",-2.99
1408,3948,30-Jun-12,"95,241","-4,978",-0.83
1409,3417,31-Mar-19,"636,335","24,151",1.86
1410,3417,31-Mar-18,"981,265","100,790",7.74
1411,3417,31-Mar-17,"704,764","87,581",6.96
1412,3417,31-Mar-16,"421,216","36,803",3.02
1413,3417,31-Mar-15,"449,497","152,346",12.88
1414,3417,31-Mar-14,"497,141","113,425",10.25
1415,3417,31-Mar-13,"605,570","129,650",11.72
1416,3417,31-Mar-12,"492,168","123,456",11.31
1417,2097,31-Dec-18,"21,305","-8,830",-2.92
1418,2097,31-Dec-17,"17,736","-7,950",-3.24
1419,2097,31-Dec-16,"24,271","-5,037",-2.05
1420,2097,31-Dec-15,"31,905","9,005",3.66
1421,2097,31-Dec-14,"33,989","6,556",2.67
1422,2097,31-Dec-13,"39,460","5,074",2.33
1423,2097,31-Dec-12,"36,091","1,307",0.58
1424,2097,31-Dec-11,"77,175","16,918",7.57
1425,5259,31-Dec-18,"419,000","74,232",14.73
1426,5259,31-Dec-17,"366,970","-121,149",-24.04
1427,5259,31-Dec-16,"591,663","8,778",1.74
1428,5259,31-Dec-15,"549,051","39,229",7.78
1429,5259,31-Dec-14,"80,003","8,508",2.13
1430,2143,31-Dec-18,"19,596","5,136",1.48
1431,2143,31-Dec-17,"20,208",874,0.31
1432,2143,31-Jan-17,"14,459","6,224",2.17
1433,2143,31-Dec-16,"7,764",-198,-0.06
1434,2143,31-Jan-16,"35,984","11,177",4.31
1435,2143,31-Jan-15,"47,565","28,230",10.53
1436,2143,31-Jan-14,"27,519","12,072",4.08
1437,2143,31-Jan-13,"165,409","-42,128",-5.09
1438,3557,31-May-19,"102,004","8,758",1.09
1439,3557,31-May-18,"181,232","44,596",5.56
1440,3557,31-May-17,"127,205","15,618",1.95
1441,3557,31-May-16,"121,176","16,700",2.29
1442,3557,31-May-15,"81,201","6,132",0.85
1443,3557,31-May-14,"24,449","30,391",4.68
1444,3557,31-May-13,"75,964","23,428",3.6
1445,3557,31-May-12,"160,483","10,029",1.54
1446,59,31-May-19,"23,941","2,517",1.55
1447,59,31-May-18,"73,069","-1,991",-1.22
1448,59,31-May-17,"20,159","-1,945",-1.19
1449,59,31-Dec-15,"48,000","9,323",5.73
1450,59,31-Dec-14,"83,304","8,510",5.24
1451,59,31-Dec-13,"73,561","11,706",7.19
1452,59,31-Dec-12,"62,070","13,232",8.14
1453,59,31-Dec-11,"75,403","12,649",7.93
1454,5253,30-Jun-19,"348,478","-19,404",-1.46
1455,5253,30-Jun-18,"728,399","87,102",8.89
1456,5253,30-Jun-17,"581,910","80,770",15.09
1457,5253,30-Jun-16,"462,061","65,979",12.33
1458,5253,30-Jun-15,"428,980","46,612",8.72
1459,5253,30-Jun-14,"187,427","11,870",2.66
1460,8206,31-Oct-18,"2,159,907","165,592",5.63
1461,8206,31-Oct-17,"2,924,665","209,650",7.36
1462,8206,31-Oct-16,"2,546,437","129,281",5.44
1463,8206,31-Oct-15,"1,712,061","43,952",2.63
1464,8206,31-Oct-14,"125,775","6,394",2.52
1465,8206,30-Sep-14,"22,620",787,0.31
1466,8206,30-Sep-13,"156,326","24,268",9.58
1467,8206,30-Sep-12,"65,286","7,203",2.85
1468,5036,30-Jun-19,"35,494","1,062",1.84
1469,5036,30-Jun-18,"150,076","7,202",12.44
1470,5036,30-Jun-17,"84,740","-2,303",-3.98
1471,5036,30-Jun-16,"38,818","-1,967",-7.47
1472,5036,30-Jun-15,"46,179",184,0.32
1473,5036,30-Jun-14,"37,607","-4,273",-7.38
1474,5036,30-Jun-13,"43,719",-616,-1.07
1475,5036,30-Jun-12,"49,981","-6,747",-11.65
1476,7471,31-Dec-18,"61,998","-8,027",-2.55
1477,7471,31-Dec-17,"51,931","-16,508",-5.3
1478,7471,31-Dec-16,"51,433","-24,285",-7.81
1479,7471,31-Dec-15,"51,541","-46,439",-14.9
1480,7471,31-Dec-14,"69,739","-9,192",-2.95
1481,7471,31-Dec-13,"91,440","-6,537",-2.11
1482,7471,31-Dec-12,"123,247","11,384",3.65
1483,7471,31-Dec-11,"171,745","10,282",3.3
1484,1368,31-Dec-18,"2,182,605","148,238",17.82
1485,1368,31-Dec-17,"2,823,359","418,187",50.29
1486,1368,31-Dec-16,"2,930,974","80,056",9.68
1487,1368,31-Dec-15,"3,123,033","191,181",23.49
1488,1368,31-Dec-14,"1,394,843","101,787",16.85
1489,1368,31-Dec-13,"714,663","62,081",17.11
1490,1368,31-Dec-12,"886,280","108,514",29.89
1491,1368,31-Dec-11,"908,839","60,216",16.6
1492,64,31-Dec-18,"3,744","-7,589",-1.08
1493,64,31-Dec-17,"3,299","-3,047",-0.43
1494,64,31-Dec-16,"2,864","-9,947",-1.4
1495,64,31-Dec-15,"44,689","49,741",7.01
1496,64,31-Dec-14,"46,056","5,611",0.79
1497,64,31-Dec-13,"44,859","4,860",0.69
1498,64,31-Dec-12,"42,652","4,357",0.61
1499,64,31-Dec-11,"52,394","4,759",0.72
1500,65,31-Dec-18,"22,939","6,620",1.6
1501,65,31-Dec-17,"22,919","6,324",1.93
1502,65,31-Dec-16,"22,473","5,630",2.72
1503,65,31-Dec-15,"25,280","7,551",3.65
1504,65,31-Dec-14,"21,874","8,628",4.17
1505,65,31-Dec-13,"20,626","7,001",3.38
1506,65,31-Dec-12,"18,361","5,257",2.55
1507,65,31-Dec-11,"16,052","6,046",2.92
1508,8907,30-Jun-19,"516,097","9,542",3.57
1509,8907,30-Jun-18,"1,014,183","18,817",8.24
1510,8907,30-Jun-17,"1,010,122","22,980",10.88
1511,8907,30-Jun-16,"702,578","18,304",16.27
1512,8907,30-Jun-15,"841,940","25,760",34.41
1513,8907,30-Jun-14,"993,700","1,852",2.47
1514,8907,30-Jun-13,"800,856","1,774",2.37
1515,8907,30-Jun-12,"860,591","1,479",2.03
1516,5081,31-Mar-19,"131,308","9,491",3.23
1517,5081,31-Mar-18,"159,278",-394,0.56
1518,5081,31-Mar-17,"160,937","13,673",5.7
1519,5081,31-Mar-16,"158,342","15,593",8.71
1520,5081,31-Mar-15,"150,779","16,162",8.73
1521,5081,31-Mar-14,"142,984","15,485",8.38
1522,5081,31-Mar-13,"134,098","7,195",3.91
1523,5081,31-Mar-12,"132,340","1,751",0.91
1524,5208,30-Sep-19,"51,633","1,638",1.26
1525,5208,30-Sep-18,"263,376","20,085",15.45
1526,5208,30-Sep-17,"270,680","19,921",15.33
1527,5208,30-Sep-16,"288,032","15,641",12.04
1528,5208,30-Sep-15,"214,930","19,570",15.05
1529,5208,30-Sep-14,"198,910","12,720",9.78
1530,5208,31-Dec-13,"43,085","2,841",2.19
1531,5208,30-Sep-13,"99,031","8,795",6.77
1532,7182,31-Dec-18,"25,256","-3,895",-1.25
1533,7182,31-Dec-17,"13,154","-5,166",-1.66
1534,7182,31-Dec-16,"23,910","-32,537",-11.18
1535,7182,31-Dec-15,"26,872","-1,271",-0.41
1536,7182,30-Jun-15,"70,133","-13,638",-4.77
1537,7182,30-Jun-14,"90,337","-37,160",-16.7
1538,7182,30-Jun-13,"97,235",225,0.18
1539,7182,30-Jun-12,"15,850","-16,827",-14.02
1540,8877,30-Jun-19,"666,066","87,776",4.1
1541,8877,30-Jun-18,"1,051,713","114,652",5.37
1542,8877,30-Jun-17,"1,088,709","110,603",10.87
1543,8877,30-Jun-16,"793,582","156,440",18.29
1544,8877,30-Jun-15,"438,796","17,807",2.08
1545,8877,30-Jun-14,"228,826","47,082",9.16
1546,8877,30-Jun-13,"140,966","50,072",23.64
1547,8877,30-Jun-12,"206,449","72,645",40.63
1548,9016,31-Mar-19,"64,783","-3,909",-2.49
1549,9016,31-Mar-18,"149,303","-19,396",-12.07
1550,9016,31-Mar-17,"121,265","-9,699",-5.98
1551,9016,31-Mar-16,"132,559","-4,480",-2.75
1552,9016,31-Mar-15,"427,057","72,533",44.2
1553,9016,31-Mar-14,"248,135","20,317",12.37
1554,9016,31-Mar-13,"338,702","19,256",11.73
1555,9016,31-Mar-12,"374,656","37,685",22.95
1556,5228,31-Mar-19,"90,931","24,404",8.35
1557,5228,31-Mar-18,"104,127","25,923",9.85
1558,5228,31-Mar-17,"94,488","23,001",10.73
1559,5228,31-Mar-16,"64,167","18,788",13.05
1560,5228,31-Mar-15,"57,615","18,796",15.03
