,Code,EPS,DPS,NTA,Revenue,Profit/Loss,NQuarter,Quarter Date,Financial Date,Announced,Net
19045,7152,3.67,3,1.16,"83,133k","4,951k",2,31/1/2019,31/7/2019,19/3/2019,2171.10%
19046,7152,4.69,0,1.17,"92,351k","6,346k",1,31/10/2018,31/7/2019,12/12/2018,9.10%
19047,7152,3.4,5,1.11,"76,687k","4,646k",4,31/7/2018,31/7/2018,27/9/2018,36.20%
19048,7152,-0.29,0,1.08,"65,800k",-392k,3,30/4/2018,31/7/2018,28/6/2018,105.40%
19049,7152,0.16,0,1.09,"75,741k",218k,2,31/1/2018,31/7/2018,23/3/2018,95.30%
19050,7152,4.25,0,1.15,"81,714k","5,815k",1,31/10/2017,31/7/2018,14/12/2017,6.40%
19051,7152,5.38,6,1.11,"80,544k","7,361k",4,31/7/2017,31/7/2017,28/9/2017,42.20%
19052,7152,5.35,5,1.11,"78,638k","7,316k",3,30/4/2017,31/7/2017,23/6/2017,66.10%
19053,7152,3.38,0,1.05,"79,555k","4,625k",2,31/1/2017,31/7/2017,27/3/2017,24.30%
19054,7152,3.99,0,1.1,"74,087k","5,463k",1,31/10/2016,31/7/2017,16/12/2016,0.10%
19055,7152,3.79,10,1.06,"68,138k","5,177k",4,31/7/2016,31/7/2016,29/9/2016,184.30%
19056,7152,3.22,0,1.02,"69,122k","4,405k",3,30/4/2016,31/7/2016,24/6/2016,10.30%
19057,7152,4.47,0,0.99,"75,481k","6,107k",2,31/1/2016,31/7/2016,24/3/2016,497%
19058,7152,3.99,0,0.99,"76,686k","5,455k",1,31/10/2015,31/7/2016,14/12/2015,371.90%
19059,7152,1.33,4,0.94,"69,295k","1,821k",4,31/7/2015,31/7/2015,29/9/2015,6.70%
19060,7152,2.92,0,0.93,"59,606k","3,992k",3,30/4/2015,31/7/2015,25/6/2015,83.80%
19061,7152,0.75,0,0.9,"54,733k","1,023k",2,31/1/2015,31/7/2015,27/3/2015,59.70%
19062,7152,0.85,0,0.93,"64,274k","1,156k",1,31/10/2014,31/7/2015,18/12/2014,47.70%
19063,7152,1.25,3.5,0.92,"59,946k","1,706k",4,31/7/2014,31/7/2014,26/9/2014,209.80%
19064,7152,1.59,0,0.91,"54,751k","2,172k",3,30/4/2014,31/7/2014,26/6/2014,38.90%
19065,7152,1.85,0,0.89,"63,878k","2,481k",2,31/1/2014,31/7/2014,28/3/2014,11.90%
19066,7152,1.62,0,0.9,"57,752k","2,210k",1,31/10/2013,31/7/2014,18/12/2013,153.70%
19067,7152,-1.14,3.5,0.89,"54,581k","-1,554k",4,31/7/2013,31/7/2013,27/9/2013,168.30%
19068,7152,2.65,0,0.9,"46,464k","3,621k",3,30/4/2013,31/7/2013,27/6/2013,1.70%
19069,7152,1.62,0,0.87,"54,319k","2,212k",2,31/1/2013,31/7/2013,29/3/2013,23.80%
19070,7152,0.64,0,0.89,"53,917k",871k,1,31/10/2012,31/7/2013,13/12/2012,41.70%
19071,7152,1.66,3.5,0.89,"63,516k","2,275k",4,31/7/2012,31/7/2012,28/9/2012,536.70%
19072,7152,2.62,0,0.87,"62,107k","3,589k",3,30/4/2012,31/7/2012,28/6/2012,409.10%
19073,7152,2.12,0,0.85,"59,547k","2,904k",2,31/1/2012,31/7/2012,30/3/2012,129.90%
19074,7152,1.09,0,0.84,"51,441k","1,493k",1,31/10/2011,31/7/2012,16/12/2011,35.90%
19075,7152,-0.37,2,0.83,"51,490k",-507k,4,31/7/2011,31/7/2011,29/9/2011,127.80%
19076,7152,0.51,0,0.84,"43,547k",705k,3,30/4/2011,31/7/2011,29/6/2011,66.60%
19077,7152,0.92,0,0.83,"50,041k","1,263k",2,31/1/2011,31/7/2011,30/3/2011,70.30%
19078,7152,0.8,0,0.86,"48,080k","1,099k",1,31/10/2010,31/7/2011,14/12/2010,80.90%
19079,7152,1.36,3.75,0.87,"57,974k","1,824k",4,31/7/2010,31/7/2010,29/9/2010,42%
19080,7152,1.58,0,0.86,"52,912k","2,110k",3,30/4/2010,31/7/2010,30/6/2010,53.60%
19081,7152,3.18,3.75,0.88,"57,102k","4,250k",2,31/1/2010,31/7/2010,30/3/2010,57.90%
19082,7152,4.51,0,0.88,"59,426k","5,740k",1,31/10/2009,31/7/2010,15/12/2009,200.70%
19083,7152,2.43,0.04,0.83,"62,938k","3,147k",4,31/7/2009,31/7/2009,30/9/2009,147.30%
19084,7152,3.51,0,0.81,"51,543k","4,550k",3,30/4/2009,31/7/2009,29/6/2009,58.90%
19085,7152,2.07,0.05,0.81,"58,847k","2,691k",2,31/1/2009,31/7/2009,26/3/2009,9%
19086,7152,1.46,0,0.81,"79,329k","1,957k",1,31/10/2008,31/7/2009,15/12/2008,53%
19087,7152,-3.1,4,0.8,"69,004k","-4,110k",4,31/7/2008,31/7/2008,26/9/2008,191.70%
19088,7152,2.16,0,0.83,"56,579k","2,864k",3,30/4/2008,31/7/2008,20/6/2008,17.80%
19089,7152,2.22,0,0.82,"76,568k","2,956k",2,31/1/2008,31/7/2008,6/3/2008,50%
19090,7152,2.58,0,0.82,"81,380k","3,433k",1,31/10/2007,31/7/2008,6/12/2007,54.40%
19091,7152,3.34,4,0.79,"71,892k","4,489k",4,31/7/2007,31/7/2007,28/9/2007,1080.10%
19092,7152,2.59,0,0.76,"81,634k","3,485k",3,30/4/2007,31/7/2007,30/5/2007,92.50%
19093,7152,1.46,0,0.74,"75,169k","1,971k",2,31/1/2007,31/7/2007,19/3/2007,51.10%
19094,7152,1.62,0,0.75,"54,174k","2,225k",1,31/10/2006,31/7/2007,29/12/2006,23.40%
19095,7152,-0.26,4,0.73,"61,060k",-361k,4,31/7/2006,31/7/2006,2/10/2006,140.60%
19096,7152,1.32,4,0.73,"56,064k","1,810k",3,30/4/2006,31/7/2006,14/6/2006,50.80%
19097,7152,3.38,4,0.74,"68,584k","4,635k",2,31/1/2006,31/7/2006,30/3/2006,48.50%
19098,7152,2.19,4,0.72,"50,902k","3,003k",1,31/10/2005,31/7/2006,16/12/2005,6.20%
19099,7152,0.66,2.5,0.7,"48,516k",889k,4,31/7/2005,31/7/2005,30/9/2005,76.10%
19100,7152,2.68,2.5,0.68,"54,730k","3,681k",3,30/4/2005,31/7/2005,20/6/2005,165.80%
19101,7152,2.32,2.5,0.65,"44,055k","3,121k",2,31/1/2005,31/7/2005,21/3/2005,80%
19102,7152,2.63,0,0.81,"43,779k","2,828k",1,31/10/2004,31/7/2005,15/12/2004,11.10%
19103,7152,3.47,0,0.78,"38,962k","3,722k",4,31/7/2004,31/7/2004,27/9/2004,70.50%
19104,7152,1.29,0,0.75,"34,243k","1,385k",3,30/4/2004,31/7/2004,28/6/2004,60.30%
19105,7152,1.61,2.5,0.74,"30,200k","1,734k",2,31/1/2004,31/7/2004,29/3/2004,52.50%
19106,7152,2.37,0,0.75,"30,249k","2,545k",1,31/10/2003,31/7/2004,22/12/2003,27%
19107,7152,2.03,2.5,0.72,"25,872k","2,183k",4,31/7/2003,31/7/2003,21/11/2003,0%
19108,7152,3.25,0,0.69,"26,253k","3,492k",3,30/4/2003,31/7/2003,30/6/2003,0%
19109,7152,3.4,0,0.66,"31,722k","3,654k",2,31/1/2003,31/7/2003,31/3/2003,0%
19110,7152,3.24,0,0.63,"31,541k","3,485k",1,31/10/2002,31/7/2003,30/12/2002,0%
19111,58,1.58,0,2.38,"1,715k","2,180k",4,31/12/2018,31/12/2018,26/2/2019,48.50%
19112,58,2.93,0,2.39,"2,192k","4,056k",3,30/9/2018,31/12/2018,27/11/2018,60.40%
19113,58,2.6,0,2.32,"3,149k","3,618k",2,30/6/2018,31/12/2018,29/8/2018,76.10%
19114,58,0.13,0,2.33,"1,474k",176k,1,31/3/2018,31/12/2018,28/5/2018,77.10%
19115,58,0.99,0,2.4,"2,271k","1,378k",4,31/12/2017,31/12/2017,23/2/2018,49.50%
19116,58,1.81,0,2.4,"2,672k","2,528k",3,30/9/2017,31/12/2017,29/11/2017,6%
19117,58,1.47,0,2.46,"3,365k","2,054k",2,30/6/2017,31/12/2017,17/8/2017,31.90%
19118,58,0.55,0,2.44,"1,556k",767k,1,31/3/2017,31/12/2017,29/5/2017,76.20%
19119,58,1.97,0,2.37,"1,727k","2,754k",4,31/12/2016,31/12/2016,27/2/2017,149.90%
19120,58,1.7,0,2.28,"2,406k","2,385k",3,30/9/2016,31/12/2016,29/11/2016,85.70%
19121,58,2.16,0,2.19,"2,377k","3,015k",2,30/6/2016,31/12/2016,23/8/2016,44%
19122,58,2.31,0,2.14,"1,333k","3,225k",1,31/3/2016,31/12/2016,30/5/2016,34.60%
19123,58,0.67,0.63,2.17,"2,514k",941k,4,31/12/2015,31/12/2015,22/2/2016,100%
19124,58,11.93,0.63,2.16,"1,206k","16,688k",3,30/9/2015,31/12/2015,24/11/2015,1.10%
19125,58,3.85,0.63,2.13,"2,309k","5,384k",2,30/6/2015,31/12/2015,17/8/2015,72.80%
19126,58,0.34,0.63,0.39,590k,"2,396k",1,31/3/2015,31/12/2015,19/5/2015,85.60%
19127,58,271.84,1.75,0.4,"38,609k","1,904,533k",4,31/12/2014,31/12/2014,24/2/2015,14386.40%
19128,58,2.35,266.75,0.36,"48,760k","16,872k",3,30/9/2014,31/12/2014,27/11/2014,3.60%
19129,58,3.04,1.75,0.4,"51,297k","19,830k",2,30/6/2014,31/12/2014,20/8/2014,19.20%
19130,58,2.61,1.75,0.4,"47,585k","16,617k",1,31/3/2014,31/12/2014,30/5/2014,8.20%
19131,58,2.08,1.75,0.39,"41,459k","13,160k",4,31/12/2013,31/12/2013,19/2/2014,11.30%
19132,58,2.57,1.75,0.38,"46,484k","16,283k",3,30/9/2013,31/12/2013,22/11/2013,2.50%
19133,58,5.27,3.5,0.7,"46,537k","16,634k",2,30/6/2013,31/12/2013,21/8/2013,3.50%
19134,58,4.87,3.5,0.72,"43,176k","15,351k",1,31/3/2013,31/12/2013,23/5/2013,48.10%
19135,58,4.68,1.75,0.68,"36,433k","14,937k",4,31/12/2012,31/12/2012,19/2/2013,109%
19136,58,4.95,1.75,0.71,"41,396k","15,893k",3,30/9/2012,31/12/2012,19/11/2012,37.50%
19137,58,5.38,1.5,0.68,"45,096k","17,245k",2,30/6/2012,31/12/2012,9/8/2012,29.20%
19138,58,3.24,1.5,0.66,"37,864k","10,364k",1,31/3/2012,31/12/2012,17/5/2012,8.20%
19139,58,2.34,2.25,0.58,"33,975k","7,495k",4,31/12/2011,31/12/2011,21/2/2012,35%
19140,58,3.61,1.75,0.58,"36,030k","11,560k",3,30/9/2011,31/12/2011,15/11/2011,19.80%
19141,58,4.2,1.5,0.59,"36,226k","13,354k",2,30/6/2011,31/12/2011,23/8/2011,20.10%
19142,58,3.57,1.5,0.56,"33,626k","11,292k",1,31/3/2011,31/12/2011,18/5/2011,29.90%
19143,58,3.64,2.5,0.52,"29,355k","11,508k",4,31/12/2010,31/12/2010,24/2/2011,60.30%
19144,58,3.06,1.5,0.48,"30,425k","9,646k",3,30/9/2010,31/12/2010,16/11/2010,26.60%
19145,58,3.53,1.25,0.46,"29,741k","11,115k",2,30/6/2010,31/12/2010,17/8/2010,52.40%
19146,58,2.77,1.25,0.56,"27,627k","8,692k",1,31/3/2010,31/12/2010,18/5/2010,55.40%
19147,58,2.02,1.5,0.4,"23,158k","6,271k",4,31/12/2009,31/12/2009,22/2/2010,271.70%
19148,58,2.45,1.5,0.4,"24,539k","7,621k",3,30/9/2009,31/12/2009,17/11/2009,34.40%
19149,58,2.34,0,0.38,"22,892k","7,294k",2,30/6/2009,31/12/2009,18/8/2009,19.40%
19150,58,1.8,0,0.37,"21,752k","5,595k",1,31/3/2009,31/12/2009,14/5/2009,46.50%
19151,58,0.55,1.5,0.35,"22,234k","1,703k",4,31/12/2008,31/12/2008,20/2/2009,74.60%
19152,58,3.74,2,0.36,"27,590k","11,613k",3,30/9/2008,31/12/2008,21/11/2008,29.70%
19153,58,2.93,0,0.33,"27,248k","9,055k",2,30/6/2008,31/12/2008,4/9/2008,24.80%
19154,58,3.4,0,0.31,"25,259k","10,454k",1,31/3/2008,31/12/2008,20/5/2008,75.40%
19155,58,2.18,3.5,0.28,"22,509k","6,693k",4,31/12/2007,31/12/2007,25/2/2008,11.40%
19156,58,4.38,0,0.41,"21,753k","8,953k",3,30/9/2007,31/12/2007,23/11/2007,86.30%
19157,58,3.57,0,0.37,"20,235k","7,265k",2,30/6/2007,31/12/2007,24/8/2007,48.90%
19158,58,2.94,0,0.33,"17,908k","5,960k",1,31/3/2007,31/12/2007,15/5/2007,33.40%
19159,58,3.74,0,0.3,"15,639k","7,586k",4,31/12/2006,31/12/2006,27/2/2007,71.10%
19160,58,2.37,1.5,0.27,"16,819k","4,805k",3,30/9/2006,31/12/2006,16/11/2006,11.20%
19161,58,2.41,0,0.25,"17,424k","4,880k",2,30/6/2006,31/12/2006,24/8/2006,19.50%
19162,58,2.22,0,0.24,"15,631k","4,468k",1,31/3/2006,31/12/2006,18/5/2006,26.50%
19163,58,2.21,0,0.21,"14,338k","4,434k",4,31/12/2005,31/12/2005,21/2/2006,80.50%
19164,58,2.15,0,0.17,"15,105k","4,322k",3,30/9/2005,31/12/2005,22/11/2005,0%
19165,58,2.03,1.5,0.15,"13,731k","4,082k",2,30/6/2005,31/12/2005,9/8/2005,0%
19166,58,1.76,0,0.14,"11,821k","3,533k",1,31/3/2005,31/12/2005,17/5/2005,0%
19167,58,1.3,0,0.13,"9,543k","2,457k",4,31/12/2004,31/12/2004,28/2/2005,0%
19168,58,0,0,0.08,"9,218k",0k,3,30/9/2004,31/12/2004,25/11/2004,0%
19169,5161,0.03,0,0.4596,"306,115k",689k,1,31/12/2018,30/9/2019,27/2/2019,104.90%
19170,5161,-2.84,0,0.4538,"323,011k","-58,486k",4,30/9/2018,30/9/2018,30/11/2018,791.80%
19171,5161,-0.48,0,0.4841,"332,125k","-9,803k",3,30/6/2018,30/9/2018,20/8/2018,1.80%
19172,5161,-1.86,0,0.4901,"346,698k","-38,362k",2,31/3/2018,30/9/2018,15/5/2018,349%
19173,5161,-0.68,0.5,0.5144,"389,082k","-14,096k",1,31/12/2017,30/9/2018,27/2/2018,133.50%
19174,5161,-0.19,0.5,0.5296,"389,524k","-3,897k",4,30/9/2017,30/9/2017,28/11/2017,73.30%
19175,5161,-0.48,0.75,0.5385,"390,200k","-9,984k",3,30/6/2017,30/9/2017,17/8/2017,65.10%
19176,5161,0.75,1.25,0.5571,"406,664k","15,408k",2,31/3/2017,30/9/2017,18/5/2017,339.70%
19177,5161,2.04,1.25,0.5628,"413,003k","42,075k",1,31/12/2016,30/9/2017,21/2/2017,1.60%
19178,5161,-0.71,1.25,0.5513,"411,204k","-14,589k",4,30/9/2016,30/9/2016,24/11/2016,119.30%
19179,5161,-1.39,1.25,0.5691,"343,841k","-28,600k",3,30/6/2016,30/9/2016,18/8/2016,187.90%
19180,5161,-0.31,1.25,0.5947,"457,293k","-6,428k",2,31/3/2016,30/9/2016,19/5/2016,112.60%
19181,5161,2.02,1.25,0.6153,"528,155k","41,395k",1,31/12/2015,30/9/2016,26/2/2016,17.50%
19182,5161,3.7,3,0.6306,"465,893k","75,607k",4,30/9/2015,30/9/2015,23/11/2015,358.20%
19183,5161,1.59,1.25,0.6012,"479,754k","32,554k",3,30/6/2015,30/9/2015,19/8/2015,30.10%
19184,5161,2.52,1.25,0.5952,"508,797k","51,152k",2,31/3/2015,30/9/2015,20/5/2015,34.30%
19185,5161,2.47,1,0.5723,"487,868k","50,187k",1,31/12/2014,30/9/2015,13/2/2015,65.90%
19186,5161,1.31,1,0.5529,"462,871k","26,702k",4,30/9/2014,30/9/2014,26/11/2014,1273.20%
19187,5161,1.23,1.25,0.5501,"452,630k","25,029k",3,30/6/2014,30/9/2014,21/8/2014,295.10%
19188,5161,1.88,1,0.5518,"475,321k","38,102k",2,31/3/2014,30/9/2014,19/5/2014,283.40%
19189,5161,1.49,0,0.5457,"476,813k","30,253k",1,31/12/2013,30/9/2014,20/2/2014,217.60%
19190,5161,-0.11,0,0.5288,"414,354k","-2,276k",4,30/9/2013,30/9/2013,21/11/2013,34%
19191,5161,-0.63,0,0.524,"401,690k","-12,827k",3,30/6/2013,30/9/2013,19/8/2013,112.20%
19192,5161,-1.02,0,0.5268,"401,424k","-20,779k",2,31/3/2013,30/9/2013,22/5/2013,112.70%
19193,5161,-1.27,1,0.5345,"376,824k","-25,729k",1,31/12/2012,30/9/2013,21/2/2013,115.80%
19194,5161,0.52,3,0.5631,"536,412k","10,477k",4,30/9/2012,30/9/2012,21/11/2012,58.70%
19195,5161,5.14,3,0.6249,"573,138k","105,202k",3,30/6/2012,30/9/2012,16/8/2012,430.20%
19196,5161,7.98,3,0.5868,"576,584k","163,092k",2,31/3/2012,30/9/2012,17/5/2012,1209.10%
19197,5161,7.94,2,0.5122,"559,034k","162,452k",1,31/12/2011,30/9/2012,8/2/2012,2062.60%
19198,5161,1.29,0,0.4335,"439,917k","26,439k",4,30/9/2011,30/9/2011,29/11/2011,205%
19199,5161,-1.56,0,0.4156,"395,167k","-31,856k",3,30/6/2011,30/9/2011,22/8/2011,157.30%
19200,5161,0.61,0,0.4308,"397,432k","12,458k",2,31/3/2011,30/9/2011,18/5/2011,81.10%
19201,5161,0.37,0,0.4316,"438,904k","7,512k",1,31/12/2010,30/9/2011,25/2/2011,90.30%
19202,5161,-1.1,0,0.4301,"485,970k","-22,557k",4,30/9/2010,30/9/2010,30/11/2010,130.70%
19203,5161,2.72,0,0.4441,"480,789k","55,599k",3,30/6/2010,30/9/2010,20/8/2010,0.40%
19204,5161,3.22,3.91,0.4579,"549,687k","65,879k",2,31/3/2010,30/9/2010,20/5/2010,21.10%
19205,5161,4,0,0.43,"528,202k","77,466k",1,31/12/2009,30/9/2010,23/2/2010,222.80%
19206,8931,1.23,0,1.88,"129,889k","1,005k",2,31/12/2018,30/6/2019,27/2/2019,461.50%
19207,8931,1.32,0.5,1.87,"120,263k","1,899k",1,30/9/2018,30/6/2019,29/11/2018,354.30%
19208,8931,1.47,0,1.85,"123,962k","2,594k",4,30/6/2018,30/6/2018,30/8/2018,300.30%
19209,8931,5.23,0.5,1.82,"102,915k","4,295k",3,31/3/2018,30/6/2018,24/5/2018,365.30%
19210,8931,1.36,0,1.78,"121,652k","1,114k",2,31/12/2017,30/6/2018,27/2/2018,44.60%
19211,8931,1.21,0,1.79,"115,020k",418k,1,30/9/2017,30/6/2018,28/11/2017,79.20%
19212,8931,-1.18,0,1.78,"111,635k",-970k,4,30/6/2017,30/6/2017,25/8/2017,0%
19213,8931,1.12,0,1.8,"108,189k",923k,3,31/3/2017,30/6/2017,25/5/2017,0%
19214,8931,2.45,0,1.79,"130,123k","2,010k",2,31/12/2016,30/6/2017,23/2/2017,0%
19215,8931,2.13,0,1.75,"112,196k","1,750k",1,30/9/2016,30/6/2017,23/11/2016,0%
19216,8931,1.73,0,1.73,"114,357k","1,421k",-,30/6/2016,30/6/2016,25/8/2016,0%
19217,8931,1.19,0,1.71,"97,016k",979k,-,31/3/2016,30/6/2016,26/5/2016,84.60%
19218,8931,2.85,0,1.71,"113,651k","2,339k",-,31/12/2015,30/6/2016,25/2/2016,97.20%
19219,8931,1.56,0,1.69,"94,922k","1,276k",2,30/9/2015,31/3/2016,26/11/2015,32%
19220,8931,1.73,0,1.65,"83,663k","1,418k",1,30/6/2015,31/3/2016,27/8/2015,6.20%
19221,8931,7.82,0,1.62,"89,190k","6,420k",4,31/3/2015,31/3/2015,28/5/2015,671.60%
19222,8931,1.45,0,1.55,"87,792k","1,186k",3,31/12/2014,31/3/2015,26/2/2015,13.60%
19223,8931,1.18,0,1.53,"80,168k",967k,2,30/9/2014,31/3/2015,27/11/2014,134.10%
19224,8931,1.84,0,1.52,"78,222k","1,512k",1,30/6/2014,31/3/2015,27/8/2014,126.70%
19225,8931,1.01,0,1.5,"83,111k",832k,4,31/3/2014,31/3/2014,22/5/2014,214.60%
19226,8931,1.67,0,1.49,"88,440k","1,373k",3,31/12/2013,31/3/2014,26/2/2014,26.20%
19227,8931,0.5,0,1.48,"78,665k",413k,2,30/9/2013,31/3/2014,27/11/2013,80.30%
19228,8931,0.81,0,1.47,"70,669k",667k,1,30/6/2013,31/3/2014,28/8/2013,82.30%
19229,8931,-0.88,0,1.46,"81,028k",-726k,4,31/3/2013,31/3/2013,29/5/2013,208.70%
19230,8931,2.27,0,1.47,"80,798k","1,860k",3,31/12/2012,31/3/2013,27/2/2013,42.30%
19231,8931,2.56,0,1.44,"75,757k","2,101k",2,30/9/2012,31/3/2013,27/11/2012,1.10%
19232,8931,4.58,0,1.44,"83,359k","3,760k",1,30/6/2012,31/3/2013,28/8/2012,52.10%
19233,8931,0.81,0,1.39,"82,828k",668k,4,31/3/2012,31/3/2012,31/5/2012,1.70%
19234,8931,3.93,0,1.38,"87,644k","3,221k",3,31/12/2011,31/3/2012,28/2/2012,176.50%
19235,8931,2.53,1,1.35,"73,141k","2,079k",2,30/9/2011,31/3/2012,24/11/2011,118.20%
19236,8931,3.01,0,1.33,"73,001k","2,472k",1,30/6/2011,31/3/2012,25/8/2011,139.80%
19237,8931,0.8,0,1.3,"72,791k",657k,4,31/3/2011,31/3/2011,30/5/2011,166.40%
19238,8931,1.42,0,1.29,"78,967k","1,165k",3,31/12/2010,31/3/2011,23/2/2011,49.90%
19239,8931,1.16,0,1.28,"66,885k",953k,2,30/9/2010,31/3/2011,25/11/2010,211.40%
19240,8931,1.26,0,1.27,"63,674k","1,031k",1,30/6/2010,31/3/2011,25/8/2010,621%
19241,8931,-1.21,0,1.26,"73,964k",-989k,4,31/3/2010,31/3/2010,31/5/2010,43.50%
19242,8931,0.95,0,1.28,"67,660k",777k,3,31/12/2009,31/3/2010,24/2/2010,54.80%
19243,8931,0.37,0,1.27,"56,114k",306k,2,30/9/2009,31/3/2010,30/11/2009,72.80%
19244,8931,0.17,0,1.27,"54,143k",143k,1,30/6/2009,31/3/2010,26/8/2009,85.80%
19245,8931,-2.13,0,1.27,"62,979k","-1,750k",4,31/3/2009,31/3/2009,26/5/2009,56.10%
19246,8931,0.61,0,1.29,"79,454k",502k,3,31/12/2008,31/3/2009,25/2/2009,77.10%
19247,8931,1.37,0,1.28,"65,964k","1,127k",2,30/9/2008,31/3/2009,24/11/2008,79.70%
19248,8931,1.23,0,1.26,"63,554k","1,007k",1,30/6/2008,31/3/2009,27/8/2008,12.10%
19249,8931,-4.85,0,1.24,"65,480k","-3,983k",-,31/3/2008,31/3/2008,26/5/2008,294.60%
19250,8931,2.68,0,1.3,"85,088k","2,195k",-,31/12/2007,31/3/2008,25/2/2008,20%
19251,8931,0.76,0,1.28,"67,327k",627k,-,30/9/2007,31/3/2008,20/11/2007,91.70%
19252,8931,1.4,0,1.27,"63,706k","1,145k",2,30/6/2007,31/12/2007,23/8/2007,6.40%
19253,8931,2.49,0,1.29,"72,171k","2,047k",1,31/3/2007,31/12/2007,22/5/2007,79.60%
19254,8931,3.34,0,1.27,"80,883k","2,743k",4,31/12/2006,31/12/2006,26/2/2007,8.70%
19255,8931,0.4,0,1.25,"67,534k",327k,3,30/9/2006,31/12/2006,28/11/2006,85.90%
19256,8931,1.31,0,1.24,"63,032k","1,076k",2,30/6/2006,31/12/2006,22/8/2006,51.70%
19257,8931,1.39,0,1.26,"66,223k","1,140k",1,31/3/2006,31/12/2006,24/5/2006,13.20%
19258,8931,3.08,3,1.26,"78,533k","2,524k",4,31/12/2005,31/12/2005,24/2/2006,54.90%
19259,8931,2.83,0,0.91,"71,409k","2,321k",3,30/9/2005,31/12/2005,25/11/2005,63.80%
19260,8931,2.72,0,0.91,"62,032k","2,228k",2,30/6/2005,31/12/2005,24/8/2005,16.70%
19261,8931,1.23,0,0.91,"56,116k","1,007k",1,31/3/2005,31/12/2005,27/5/2005,58.80%
19262,8931,1.98,3,0.9,"68,391k","1,629k",4,31/12/2004,31/12/2004,17/2/2005,26.10%
19263,8931,1.73,0,0.9,"64,359k","1,417k",3,30/9/2004,31/12/2004,25/11/2004,239.80%
19264,8931,3.26,3,0.89,"66,017k","2,675k",2,30/6/2004,31/12/2004,23/8/2004,81%
19265,8931,2.98,0,0.88,"55,592k","2,446k",1,31/3/2004,31/12/2004,26/5/2004,138.60%
19266,8931,2.69,0,0.86,"62,071k","2,203k",4,31/12/2003,31/12/2003,26/2/2004,283.80%
19267,8931,0.51,3,0.85,"50,587k",417k,3,30/9/2003,31/12/2003,20/11/2003,209.40%
19268,8931,1.8,0,0.88,"48,917k","1,478k",2,30/6/2003,31/12/2003,27/8/2003,162.60%
19269,8931,1.25,0,0.86,"44,802k","1,025k",1,31/3/2003,31/12/2003,27/5/2003,14.70%
19270,8931,0.7,0,0.84,"54,115k",574k,4,31/12/2002,31/12/2002,21/2/2003,84.40%
19271,8931,-0.46,0,0.84,"36,916k",-381k,3,30/9/2002,31/12/2002,27/11/2002,206.70%
19272,9083,-2.59,0,0.4448,"52,207k","-5,370k",4,31/12/2018,31/12/2018,28/2/2019,289.70%
19273,9083,-0.64,0,0.474,"46,491k","-1,316k",3,30/9/2018,31/12/2018,28/11/2018,31.60%
19274,9083,-0.52,0,0.4804,"46,387k","-1,082k",2,30/6/2018,31/12/2018,21/8/2018,37.50%
19275,9083,-0.76,0,0.4856,"45,879k","-1,580k",1,31/3/2018,31/12/2018,25/5/2018,633.80%
19276,9083,-0.64,0,0.4935,"41,097k","-1,319k",4,31/12/2017,31/12/2017,27/2/2018,94%
19277,9083,-0.94,0,0.4999,"34,566k","-1,923k",3,30/9/2017,31/12/2017,23/11/2017,141%
19278,9083,-0.39,0,0.5141,"33,383k",-787k,2,30/6/2017,31/12/2017,24/8/2017,97.70%
19279,9083,0.16,0,0.5345,"38,350k",296k,1,31/3/2017,31/12/2017,25/5/2017,118.90%
19280,9083,-11.6,0,0.5241,"41,178k","-21,809k",4,31/12/2016,31/12/2016,23/2/2017,5492.10%
19281,9083,-0.43,0,0.5987,"34,068k",-798k,3,30/9/2016,31/12/2016,24/11/2016,403.40%
19282,9083,-0.21,0,0.6022,"41,673k",-398k,2,30/6/2016,31/12/2016,25/8/2016,122.70%
19283,9083,-0.83,0,0.6044,"35,961k","-1,563k",1,31/3/2016,31/12/2016,24/5/2016,754%
19284,9083,-0.21,0,0.6129,"48,635k",-403k,4,31/12/2015,31/12/2015,25/2/2016,86.40%
19285,9083,0.14,0,0.615,"38,967k",263k,3,30/9/2015,31/12/2015,30/11/2015,113%
19286,9083,0.93,0,0.6134,"39,767k","1,750k",2,30/6/2015,31/12/2015,27/8/2015,300%
19287,9083,0.13,0,0.6039,"48,677k",239k,1,31/3/2015,31/12/2015,28/5/2015,114.10%
19288,9083,-1.53,0,0.6031,"38,419k","-2,870k",4,31/12/2014,31/12/2014,27/2/2015,5%
19289,9083,-1.08,0,0.6311,"42,691k","-2,024k",3,30/9/2014,31/12/2014,27/11/2014,76.90%
19290,9083,-0.5,0,0.6492,"42,448k",-875k,2,30/6/2014,31/12/2014,28/8/2014,52.70%
19291,9083,-1.04,0,0.656,"35,242k","-1,697k",1,31/3/2014,31/12/2014,23/5/2014,17.90%
19292,9083,-2.94,0,1.3328,"55,745k","-2,512k",4,31/12/2013,31/12/2013,27/2/2014,51.40%
19293,9083,-1.34,0,1.4365,"83,673k","-1,144k",3,30/9/2013,31/12/2013,21/11/2013,460.80%
19294,9083,-2.19,0,1.426,"45,586k","-1,848k",2,30/6/2013,31/12/2013,22/8/2013,340.90%
19295,9083,-2.53,0,1.446,"36,087k","-2,067k",1,31/3/2013,31/12/2013,21/5/2013,251%
19296,9083,-2.27,0,1.4667,"41,738k","-1,660k",4,31/12/2012,31/12/2012,27/2/2013,44.60%
